id,X,T,D,U,P,L,H,A,Y
1378,3,1,2,1,2,1,1,1,1
1379,2,1,1,0,1,0,1,0,1
1380,1,1,0,2,1,0,1,0,1
1381,2,0,1,0,0,0,1,0,0
1382,0,1,1,0,1,1,1,0,0
1383,3,1,2,2,1,0,0,0,2
1384,3,0,0,1,0,0,0,0,0
1385,2,2,2,2,2,2,1,1,2
1386,2,0,0,1,0,0,1,0,0
1387,3,0,1,1,0,0,0,0,0
1388,3,1,2,2,1,0,0,1,2
1389,1,2,2,1,2,2,1,2,2
1390,0,2,1,0,2,1,2,2,1
1391,3,1,1,1,1,1,0,2,1
1392,3,0,1,1,0,0,0,0,1
1393,2,1,1,1,1,1,1,0,2
1394,1,2,2,0,2,2,2,2,2
1395,0,1,0,0,1,1,1,2,0
1396,1,1,1,1,1,1,2,0,1
1397,3,1,0,2,1,1,0,1,1
1398,1,1,1,0,1,1,1,1,1
1399,0,1,0,1,0,0,1,0,1
1400,3,2,2,1,2,2,2,1,2
1401,3,2,2,2,2,2,1,1,2
1402,3,0,1,1,0,0,0,0,0
1403,2,0,1,0,0,0,0,0,0
1404,0,1,1,0,2,1,0,1,1
1405,3,0,1,1,1,0,0,0,1
1406,1,0,0,0,0,0,0,0,1
1407,3,2,2,2,2,2,2,1,2
1408,2,2,2,2,2,2,1,2,2
1409,3,2,2,1,2,2,2,2,2
1410,0,0,0,0,0,0,0,0,0
1411,3,2,2,2,2,1,2,2,2
1412,0,1,0,1,1,1,0,0,1
1413,0,2,1,0,2,2,2,2,1
1414,0,1,0,0,1,1,1,0,0
1415,0,2,2,0,1,2,2,1,1
1416,3,0,0,1,0,0,0,0,1
1417,3,0,0,0,1,0,0,0,0
1418,1,2,1,0,2,2,2,2,2
1419,2,1,1,1,1,1,1,2,1
1420,1,0,0,0,0,0,1,0,0
1421,3,1,2,1,0,0,1,0,2
1422,3,1,1,1,1,2,1,1,1
1423,2,1,2,1,0,1,1,0,1
1424,1,1,1,1,1,1,0,1,1
1425,0,0,0,0,0,0,0,0,1
1426,2,0,0,0,0,0,0,1,1
1427,2,2,2,1,2,2,2,0,2
1428,1,2,2,1,2,2,2,2,2
1429,3,1,2,1,1,1,1,2,1
1430,1,0,0,0,0,0,1,0,0
1431,0,0,0,1,0,0,0,1,1
1432,1,2,2,2,2,2,2,1,2
1433,2,1,1,1,2,0,1,1,1
1434,0,0,0,0,0,0,0,0,0
1435,0,1,1,0,1,1,1,1,0
1436,0,2,1,2,2,2,1,2,1
1437,3,1,2,2,1,0,1,0,2
1438,3,2,2,2,2,2,2,2,2
1439,1,0,0,0,0,1,0,0,0
1440,3,0,1,1,0,0,0,0,1
1441,3,1,2,1,1,1,0,1,2
1442,1,1,1,0,1,1,1,0,1
1443,3,1,1,1,2,1,0,1,1
1444,2,1,1,1,1,1,1,1,1
1445,3,2,0,2,2,1,2,2,2
1446,3,2,2,2,2,2,2,1,2
1447,1,1,1,0,1,2,1,1,1
1448,1,1,1,1,0,0,1,1,1
1449,2,1,2,1,1,0,1,1,1
1450,2,0,0,1,0,1,0,0,1
1451,2,2,2,2,2,1,1,1,1
1452,3,1,1,1,1,1,1,0,2
1453,2,1,1,1,1,1,0,1,1
1454,0,0,0,0,0,1,0,0,0
1455,1,2,2,1,2,2,2,2,1
1456,0,0,0,0,0,1,1,0,0
1457,3,1,2,2,0,1,1,1,2
1458,3,2,1,2,2,1,1,2,1
1459,2,1,2,1,1,1,1,0,1
1460,2,1,1,2,1,1,1,1,1
1461,0,2,2,1,2,2,1,2,1
1462,0,1,1,1,1,1,2,1,0
1463,2,1,1,1,0,1,1,1,1
1464,3,1,1,2,1,1,1,1,2
1465,2,1,0,1,1,1,1,0,1
1466,3,1,1,1,1,1,1,0,1
1467,1,2,1,1,2,1,2,1,1
1468,1,2,1,1,2,2,2,1,2
1469,2,0,2,0,0,1,0,0,1
1470,1,1,0,1,2,2,1,1,1
1471,0,0,0,0,0,0,0,0,0
1472,0,0,0,0,0,0,0,0,0
1473,3,1,1,1,1,2,1,1,1
1474,1,1,1,1,1,1,1,1,1
1475,1,0,0,0,0,0,0,2,0
1476,0,1,1,0,0,1,2,1,0
1477,3,1,2,1,1,1,1,1,1
1478,2,1,2,1,2,1,0,1,2
1479,2,1,0,1,1,1,2,0,1
1480,2,1,1,1,1,1,1,0,1
1481,0,2,1,1,2,1,2,1,1
1482,2,1,2,1,1,1,2,1,1
1483,2,0,0,0,0,0,1,1,0
1484,0,1,0,0,1,1,1,0,1
1485,2,0,1,1,1,0,0,1,1
1486,2,1,1,1,1,1,0,0,1
1487,3,1,1,1,1,2,1,2,1
1488,3,2,2,2,2,2,1,2,2
1489,1,1,1,0,1,2,0,1,0
1490,0,1,1,0,1,2,1,1,1
1491,3,0,1,0,0,0,0,0,1
1492,2,2,2,2,2,2,2,1,2
1493,3,0,0,1,0,0,0,0,1
1494,3,1,1,0,1,1,1,1,1
1495,2,1,0,2,1,1,1,1,1
1496,0,1,1,1,2,0,0,1,1
1497,1,1,1,1,1,1,1,0,1
1498,3,1,0,1,1,1,1,1,1
1499,0,1,1,1,2,1,1,0,1
1500,3,1,2,1,1,1,1,1,2
1501,0,1,0,0,0,1,1,1,0
1502,2,1,1,1,1,1,1,1,1
1503,2,1,1,1,0,1,1,1,1
1504,3,2,1,2,2,1,2,1,2
1505,1,1,2,1,1,2,0,1,1
1506,1,0,0,0,0,0,0,0,1
1507,0,2,1,1,2,2,2,1,1
1508,2,1,2,1,1,1,1,0,1
1509,1,2,1,1,2,1,1,1,1
1510,3,2,2,2,1,2,2,1,2
1511,1,0,0,0,0,1,1,0,0
1512,0,1,0,1,1,1,1,1,1
1513,1,1,1,2,1,0,1,1,1
1514,3,1,1,1,1,0,1,1,1
1515,0,1,0,1,1,1,1,1,1
1516,0,1,0,1,0,0,2,1,1
1517,0,2,1,1,2,2,2,2,1
1518,3,0,1,1,0,0,0,0,1
1519,2,0,1,0,0,0,1,0,0
1520,2,2,2,1,2,2,1,1,2
1521,1,2,2,1,2,1,1,0,1
1522,3,0,0,1,0,0,0,0,1
1523,0,1,0,0,1,1,1,1,0
1524,1,2,1,1,2,2,1,2,1
1525,0,1,0,1,2,0,0,0,1
1526,1,0,0,1,0,1,0,0,0
1527,1,0,1,0,0,0,0,0,1
1528,3,1,1,1,1,1,1,1,2
1529,2,1,1,1,1,1,1,2,1
1530,0,0,0,0,0,0,0,1,0
1531,0,1,0,0,1,0,1,1,0
1532,0,0,0,0,0,0,0,0,0
1533,2,0,2,0,0,0,0,0,1
1534,3,1,2,1,1,2,1,0,1
1535,0,2,1,0,2,2,1,2,1
1536,3,0,1,0,0,0,0,0,1
1537,3,0,0,1,0,0,0,0,1
1538,0,1,1,0,1,1,2,1,1
1539,0,2,1,1,2,1,1,2,1
1540,3,1,2,1,1,1,0,1,1
1541,3,0,2,1,0,1,0,0,1
1542,1,1,1,0,1,0,0,1,0
1543,0,1,0,0,1,1,1,0,0
1544,3,0,1,0,0,0,0,1,1
1545,2,1,0,0,1,1,1,1,0
1546,3,1,2,2,1,1,1,1,2
1547,0,2,0,1,2,1,2,2,0
1548,0,1,1,0,2,0,1,1,1
1549,2,0,0,1,1,0,0,0,1
1550,0,1,1,0,0,1,1,0,0
1551,1,1,1,1,0,1,2,1,1
1552,1,1,0,1,1,1,1,1,1
1553,3,1,2,1,1,0,1,1,1
1554,3,1,2,1,1,1,0,0,1
1555,1,2,2,0,2,1,2,2,2
1556,3,1,2,2,1,0,1,1,2
1557,3,1,2,2,1,1,1,1,2
1558,1,0,0,0,0,0,0,0,1
1559,3,1,1,2,0,1,1,1,1
1560,3,0,0,1,0,0,0,0,0
1561,2,1,1,1,1,1,1,1,2
1562,1,2,1,2,2,2,2,1,2
1563,0,2,1,1,2,1,2,1,1
1564,1,1,1,1,1,1,0,1,0
1565,3,1,2,1,1,1,1,1,1
1566,0,1,1,0,1,1,1,1,1
1567,1,2,1,2,2,2,2,2,2
1568,3,1,2,1,1,1,1,1,1
1569,2,1,1,1,1,1,1,1,1
1570,3,1,2,1,1,1,1,0,2
1571,0,1,0,0,1,1,1,1,0
1572,1,2,1,0,2,2,1,1,1
1573,3,2,1,2,2,2,1,2,2
1574,1,2,1,1,2,2,2,2,2
1575,3,2,2,2,2,1,2,1,2
1576,3,1,0,1,1,1,1,1,1
1577,1,1,1,0,1,1,1,1,1
1578,1,1,0,1,1,1,0,0,1
1579,1,2,1,1,1,1,2,1,1
1580,0,1,1,0,1,1,1,1,0
1581,0,1,0,0,2,1,0,2,1
1582,1,0,0,0,0,1,0,0,1
1583,1,1,1,1,1,2,1,1,1
1584,2,2,2,1,2,2,2,2,2
1585,0,1,1,0,1,1,0,1,1
1586,3,2,2,2,1,2,2,1,2
1587,0,1,1,0,1,0,1,0,0
1588,0,1,1,1,1,0,0,1,1
1589,3,2,2,1,2,1,2,2,2
1590,3,1,1,2,1,0,1,2,2
1591,1,2,2,1,1,2,2,1,2
1592,2,1,1,0,1,2,1,0,0
1593,0,1,1,1,1,1,1,1,1
1594,0,1,1,0,1,1,2,1,0
1595,0,1,0,2,2,1,1,1,0
1596,3,1,1,1,1,0,1,1,2
1597,3,1,2,1,2,1,0,1,2
1598,3,2,2,2,1,2,1,1,2
1599,3,1,0,1,1,1,1,1,2
1600,3,0,1,2,1,0,0,0,1
1601,2,1,1,1,1,0,1,1,1
1602,0,1,0,0,1,1,1,0,1
1603,2,2,1,2,2,1,1,2,2
1604,1,1,1,0,1,1,2,1,0
1605,3,0,1,1,0,0,1,0,1
1606,2,1,0,2,0,1,1,0,1
1607,1,2,1,1,1,2,1,2,1
1608,3,1,2,1,0,1,1,2,1
1609,2,2,1,2,2,1,1,2,2
1610,2,1,2,2,1,1,1,1,2
1611,1,0,0,0,0,0,0,0,1
1612,0,2,2,0,2,2,1,1,2
1613,0,0,0,0,0,0,1,1,0
1614,3,1,1,2,1,1,1,1,1
1615,0,1,0,1,1,1,1,1,1
1616,3,2,2,1,2,2,2,1,2
1617,0,0,0,0,0,1,0,0,0
1618,1,2,2,0,2,2,2,1,2
1619,1,1,1,1,1,1,1,1,1
1620,0,0,0,0,0,1,0,0,0
1621,3,1,2,2,1,1,1,2,1
1622,3,2,2,2,2,2,1,1,2
1623,2,1,1,1,1,1,1,1,1
1624,2,2,0,2,2,2,2,2,1
1625,2,0,1,0,0,0,0,0,1
1626,3,2,2,2,2,1,1,2,2
1627,3,1,2,1,1,1,1,1,1
1628,0,0,0,0,0,0,0,0,0
1629,1,0,0,0,0,0,0,0,0
1630,1,1,0,1,1,1,1,2,1
1631,2,2,2,2,1,2,2,2,2
1632,1,1,0,1,0,1,2,0,1
1633,2,1,1,1,0,1,1,1,1
1634,0,2,0,1,2,2,1,2,1
1635,2,2,2,2,2,2,2,2,1
1636,2,2,2,2,2,2,2,1,2
1637,2,0,1,1,1,1,0,0,1
1638,1,1,2,2,1,2,1,1,2
1639,0,0,0,0,0,0,0,0,0
1640,0,1,1,0,1,1,1,1,1
1641,1,1,1,0,0,1,1,2,1
1642,0,0,0,0,0,1,0,0,0
1643,0,0,0,1,1,0,0,1,0
1644,3,2,2,2,2,2,1,1,1
1645,3,2,2,2,2,1,2,2,2
1646,2,2,2,1,2,1,1,1,2
1647,0,2,0,1,1,2,1,2,0
1648,0,1,1,1,1,1,1,1,1
1649,3,1,1,1,1,1,1,2,1
1650,2,1,1,2,1,1,1,1,2
1651,0,2,1,2,1,1,2,1,2
1652,0,0,0,0,0,0,0,0,0
1653,2,1,2,2,1,1,1,1,1
1654,2,1,1,1,2,0,1,2,1
1655,2,2,1,2,2,2,2,1,2
1656,2,0,0,0,0,0,1,0,0
1657,0,1,0,1,1,1,1,1,1
1658,0,0,0,0,0,0,0,0,0
1659,0,1,0,0,1,1,1,0,0
1660,2,0,0,1,0,1,1,1,1
1661,2,2,1,2,2,1,2,2,1
1662,2,0,1,1,1,1,0,0,0
1663,2,1,2,1,0,1,1,1,1
1664,3,0,1,1,0,0,1,1,1
1665,1,1,1,1,1,1,1,1,1
1666,2,1,1,1,1,2,1,1,1
1667,0,0,0,0,0,1,0,0,1
1668,3,1,1,1,1,1,1,0,1
1669,3,1,1,2,0,0,1,1,1
1670,3,0,1,1,0,0,0,1,1
1671,3,2,2,2,2,2,2,2,2
1672,3,1,0,1,1,0,1,1,1
1673,2,0,0,1,0,0,0,0,1
1674,1,1,1,1,0,1,2,1,2
1675,2,1,1,1,2,1,1,1,1
1676,0,0,0,0,1,0,0,0,0
1677,3,2,2,2,2,2,2,2,2
1678,0,2,1,1,2,2,2,2,1
1679,3,1,2,1,1,1,1,1,1
1680,1,1,1,0,0,1,1,0,1
1681,2,2,1,2,2,2,2,2,2
1682,0,0,0,0,1,0,0,0,0
1683,0,0,1,0,0,0,0,0,0
1684,0,1,0,1,1,1,0,1,0
1685,0,0,0,0,0,0,0,0,0
1686,2,1,1,1,1,1,1,1,0
1687,0,1,1,0,1,1,1,0,1
1688,1,2,2,0,1,1,1,2,1
1689,0,2,1,1,2,2,2,1,2
1690,1,0,1,0,0,0,0,0,1
1691,3,1,1,1,1,1,0,0,1
1692,2,0,0,1,0,0,0,1,0
1693,3,1,1,2,1,1,1,1,1
1694,3,1,0,1,1,1,1,1,1
1695,0,1,1,0,0,1,0,1,1
1696,3,1,1,1,1,1,2,0,1
1697,0,0,0,0,1,0,0,0,1
1698,1,1,0,1,1,1,1,1,0
1699,0,2,1,2,1,2,2,2,2
1700,2,2,1,2,2,2,2,1,2
1701,2,1,1,1,1,1,1,1,1
1702,3,1,1,2,1,1,1,1,2
1703,2,0,0,1,0,0,1,0,1
1704,0,0,0,0,0,0,0,0,1
1705,3,2,2,2,2,2,2,2,2
1706,0,0,0,0,1,0,0,0,0
1707,3,2,2,2,1,2,2,1,2
1708,2,1,1,0,1,1,0,1,1
1709,1,1,2,0,0,1,0,1,1
1710,1,0,0,0,0,0,0,0,0
1711,1,0,0,0,0,0,0,0,0
1712,0,2,0,1,1,2,2,2,1
1713,3,1,1,2,0,0,0,0,2
1714,1,2,2,1,2,2,2,1,1
1715,3,1,1,2,1,1,1,1,1
1716,0,1,1,0,1,1,1,1,1
1717,2,0,0,1,0,0,0,0,0
1718,1,0,1,0,0,0,1,0,0
1719,3,0,0,1,0,0,0,0,1
1720,0,2,2,1,2,2,1,1,1
1721,3,0,1,1,0,0,0,0,1
1722,0,0,1,0,0,0,0,0,0
1723,0,0,0,0,0,0,0,0,0
1724,0,0,0,0,0,1,0,0,0
1725,1,1,1,1,1,2,1,1,1
1726,1,1,1,0,2,0,1,1,2
1727,1,2,2,2,1,2,2,2,2
1728,0,0,0,0,0,0,0,0,0
1729,2,0,1,1,0,0,0,0,0
1730,1,2,0,1,2,1,1,2,1
1731,1,0,0,0,0,0,1,0,0
1732,2,1,1,0,1,1,2,0,1
1733,0,2,1,1,2,1,2,2,1
1734,1,1,1,0,1,1,1,0,1
1735,3,2,2,1,2,2,2,2,2
1736,3,1,1,1,1,1,2,1,1
1737,0,0,0,0,0,0,1,1,0
1738,3,2,2,2,2,2,1,2,2
1739,3,1,2,2,1,2,1,1,2
1740,1,1,1,1,1,1,1,1,1
1741,3,0,0,1,0,1,0,0,1
1742,0,1,0,1,1,0,0,1,1
1743,3,1,1,1,1,0,1,1,2
1744,3,1,1,1,0,2,1,0,1
1745,2,1,1,1,1,1,0,1,1
1746,0,1,0,0,0,0,2,1,1
1747,1,1,1,1,1,1,1,0,1
1748,1,0,1,0,1,0,0,0,0
1749,2,1,1,1,1,1,0,0,1
1750,2,1,2,0,0,0,1,1,1
1751,3,2,2,2,2,2,1,2,2
1752,3,2,1,2,2,2,1,2,2
1753,3,1,1,2,0,1,2,1,1
1754,1,2,1,1,2,2,2,1,1
1755,3,1,2,2,1,1,1,1,2
1756,1,2,2,1,2,2,2,2,1
1757,2,0,1,0,1,0,0,0,0
1758,2,1,1,1,0,1,1,1,1
1759,1,1,2,0,1,1,1,2,2
1760,2,0,0,1,0,0,0,0,1
1761,0,1,0,0,1,2,2,0,0
1762,0,1,1,0,0,1,1,0,0
1763,0,1,0,1,1,1,0,1,0
1764,2,2,2,2,2,2,1,2,2
1765,3,0,2,0,1,0,0,0,1
1766,2,2,2,1,2,1,2,2,2
1767,2,2,2,1,2,2,2,2,1
1768,2,2,0,2,2,2,2,1,2
1769,3,0,1,1,0,0,0,0,1
1770,0,1,1,0,1,1,1,1,1
1771,2,2,1,1,2,2,2,2,2
1772,0,0,0,0,0,0,0,0,0
1773,2,0,1,0,0,0,0,0,1
1774,3,1,2,2,1,1,1,1,2
1775,3,0,1,0,0,1,0,0,1
1776,3,1,2,2,2,1,1,2,2
1777,3,1,1,1,0,1,1,2,1
1778,3,1,1,1,1,2,1,1,1
1779,3,2,2,2,2,2,1,1,2
1780,3,0,2,1,0,0,0,0,1
1781,1,2,1,1,2,2,2,1,1
1782,3,1,2,2,1,1,2,0,2
1783,3,2,2,1,2,1,2,1,2
1784,1,0,0,0,0,0,0,0,0
1785,3,0,1,2,0,1,0,1,1
1786,3,1,2,1,0,0,2,0,1
1787,3,0,1,1,0,0,0,0,1
1788,2,1,2,2,1,1,1,1,1
1789,3,1,1,2,0,1,2,1,2
1790,2,2,2,1,2,1,2,1,1
1791,3,1,1,1,2,1,1,1,1
1792,2,2,2,2,2,2,2,1,2
1793,3,1,1,2,1,0,2,1,0
1794,1,1,0,1,0,0,1,1,1
1795,3,0,1,0,0,0,0,0,1
1796,3,2,1,2,1,2,2,1,2
1797,1,1,0,2,1,1,0,1,1
1798,1,0,0,1,0,0,0,0,0
1799,2,1,2,2,0,1,1,0,2
1800,0,1,1,0,1,2,0,1,1
1801,3,1,2,1,1,1,1,1,1
1802,0,0,0,0,0,0,1,0,0
1803,0,1,0,1,1,1,1,1,0
1804,2,1,1,1,1,0,0,1,1
1805,3,2,2,2,1,2,2,1,2
1806,0,0,0,0,0,1,0,1,0
1807,2,0,1,1,0,0,0,1,0
1808,3,1,2,1,1,1,1,1,2
1809,0,1,0,1,1,1,0,1,1
1810,0,2,1,1,2,2,2,1,2
1811,1,1,0,0,1,1,1,1,1
1812,1,0,0,1,0,0,0,0,1
1813,2,1,1,1,1,1,1,1,1
1814,3,1,1,2,1,1,1,1,1
1815,3,1,1,1,1,1,1,1,2
1816,2,1,1,0,1,1,0,1,1
1817,2,2,2,2,2,1,2,1,2
1818,3,0,1,1,0,0,0,0,0
1819,3,1,0,1,1,1,1,1,1
1820,3,0,1,1,0,0,1,0,1
1821,3,1,2,2,1,0,1,1,1
1822,0,2,2,1,1,2,2,2,1
1823,1,1,2,0,1,1,1,1,1
1824,0,2,2,0,2,1,2,2,2
1825,3,1,2,1,1,1,0,1,2
1826,1,0,0,2,0,0,0,0,0
1827,0,0,1,0,0,1,0,1,0
1828,3,1,1,1,1,2,0,2,2
1829,3,0,1,1,0,0,0,0,1
1830,1,1,1,1,1,0,1,1,0
1831,3,1,2,1,1,1,1,0,1
1832,1,1,1,1,2,0,0,0,1
1833,1,1,1,1,2,1,1,0,1
1834,1,1,1,0,1,1,1,0,0
1835,2,2,1,2,2,1,1,1,2
1836,1,0,1,1,0,1,1,1,0
1837,2,2,0,2,2,2,2,1,1
1838,3,0,1,1,1,0,1,1,1
1839,3,0,1,1,0,0,0,0,1
1840,0,0,0,0,0,0,0,0,0
1841,1,2,2,1,2,1,1,2,2
1842,0,2,1,1,1,1,2,1,1
1843,3,0,2,1,0,1,0,0,1
1844,3,1,1,1,1,0,1,0,2
1845,1,1,2,1,2,1,1,0,1
1846,2,0,0,0,0,0,1,0,0
1847,0,1,1,0,1,1,1,0,0
1848,2,1,1,1,1,1,1,1,1
1849,3,0,1,0,0,0,0,0,1
1850,1,0,0,1,1,0,0,0,0
1851,0,1,1,1,1,1,1,1,1
1852,0,0,0,0,0,0,0,0,0
1853,1,2,1,2,2,2,2,2,2
1854,1,2,1,1,2,2,2,2,2
1855,2,1,0,0,1,1,1,0,1
1856,3,0,0,1,0,0,0,0,1
1857,1,1,1,1,1,1,1,1,1
1858,2,1,2,0,0,2,1,1,1
1859,3,0,1,2,0,0,0,0,1
1860,2,1,1,0,1,2,1,0,0
1861,2,1,1,0,1,0,0,1,1
1862,3,0,0,2,0,0,0,2,1
1863,3,2,2,1,2,1,2,1,2
1864,3,1,1,1,1,1,2,0,1
1865,0,2,1,1,2,1,1,1,1
1866,3,1,2,1,1,1,0,2,2
1867,3,1,1,1,1,1,1,1,1
1868,3,1,1,0,0,0,1,2,1
1869,1,1,2,1,1,1,1,1,1
1870,2,1,1,1,1,1,0,1,1
1871,3,0,1,1,0,0,0,0,1
1872,1,2,1,1,2,2,1,2,2
1873,3,1,1,1,1,2,1,0,2
1874,2,1,1,0,1,1,0,1,1
1875,3,1,1,2,1,0,0,1,2
1876,1,1,0,1,1,1,1,0,1
1877,1,2,2,1,2,2,1,2,2
1878,3,2,2,1,2,1,2,1,2
1879,0,1,0,0,1,1,1,1,0
1880,0,0,1,0,0,0,0,0,0
1881,0,1,1,0,1,1,1,0,1
1882,1,1,1,0,1,1,1,1,1
1883,1,1,1,0,1,1,1,2,1
1884,3,2,1,2,2,1,2,2,2
1885,3,1,1,2,1,1,1,0,2
1886,1,2,1,2,2,2,2,1,2
1887,2,1,1,1,1,1,1,1,1
1888,2,1,2,1,0,1,1,1,1
1889,1,1,1,1,1,1,1,2,1
1890,0,1,0,0,1,0,1,0,0
1891,3,0,0,1,1,0,0,0,1
1892,1,2,1,1,2,1,2,2,2
1893,2,1,0,1,1,1,1,0,1
1894,3,0,1,0,0,0,0,0,0
1895,2,2,2,2,1,2,1,2,2
1896,2,0,0,0,0,0,0,2,1
1897,2,1,2,1,0,0,1,1,2
1898,1,2,1,1,2,2,2,2,1
1899,2,1,1,1,1,1,1,1,1
1900,2,1,0,1,0,1,1,1,1
1901,3,1,1,1,1,0,1,0,1
1902,3,0,0,0,1,0,0,1,0
1903,2,1,1,1,1,1,2,0,1
1904,3,2,2,2,1,2,1,2,2
1905,0,0,0,0,0,0,0,0,0
1906,3,0,1,1,0,1,0,1,1
1907,3,0,1,1,0,0,1,0,1
1908,1,1,1,1,0,0,0,1,1
1909,2,1,2,1,1,1,1,1,1
1910,0,0,0,0,0,0,0,1,0
1911,2,0,0,0,0,0,0,0,0
1912,2,0,0,1,0,0,0,0,0
1913,3,1,1,2,1,1,0,1,1
1914,2,0,1,0,0,0,0,0,1
1915,2,2,2,2,2,2,1,1,2
1916,2,1,0,1,1,2,1,2,1
1917,3,1,1,1,1,1,0,0,1
1918,0,2,2,1,2,1,2,2,1
1919,0,2,1,1,2,2,2,2,1
1920,1,1,1,0,1,1,0,0,1
1921,1,1,1,1,1,0,1,1,1
1922,3,1,2,1,1,1,1,1,2
1923,0,2,0,0,1,2,1,1,1
1924,1,2,1,1,2,1,1,1,1
1925,0,1,1,1,1,1,1,1,1
1926,3,0,1,1,0,0,1,0,1
1927,1,1,1,1,1,1,1,1,1
1928,0,0,0,0,0,0,0,0,0
1929,2,1,2,2,1,1,2,1,1
1930,3,2,2,2,1,2,1,2,2
1931,1,2,1,1,1,1,2,2,1
1932,0,1,0,0,1,1,1,0,0
1933,2,1,1,1,1,2,1,1,1
1934,1,1,0,0,1,1,1,1,0
1935,0,2,1,0,2,2,2,1,1
1936,3,2,2,2,1,2,2,1,2
1937,0,1,1,0,2,2,1,1,0
1938,1,1,1,0,1,2,1,1,1
1939,1,1,2,1,1,1,1,1,1
1940,0,2,1,1,2,1,2,1,1
1941,2,1,1,1,1,1,2,1,1
1942,3,0,1,0,0,0,0,0,1
1943,2,1,1,1,0,1,1,1,1
1944,3,2,2,2,1,2,2,1,2
1945,1,1,1,0,1,1,2,1,0
1946,2,2,1,2,1,2,2,1,1
1947,1,2,1,2,2,2,2,1,1
1948,0,1,1,1,0,0,1,1,1
1949,2,0,0,1,0,0,0,0,1
1950,2,1,1,0,1,1,1,0,1
1951,0,2,2,1,1,2,2,1,2
1952,1,0,1,0,0,0,0,1,0
1953,0,1,1,1,2,2,1,1,0
1954,0,1,1,1,1,0,1,2,1
1955,2,2,2,1,2,2,2,1,2
1956,3,0,0,1,0,0,0,1,1
1957,2,0,0,2,0,0,0,0,1
1958,2,2,1,2,2,1,2,2,2
1959,3,2,2,2,1,1,2,2,2
1960,1,1,1,1,1,1,1,1,1
1961,1,2,1,2,1,2,1,1,2
1962,0,2,0,1,2,2,2,2,1
1963,1,2,2,0,2,2,2,1,1
1964,1,2,2,2,1,2,2,2,2
1965,2,1,1,1,1,1,1,1,1
1966,3,0,1,2,0,0,0,0,1
1967,0,1,0,1,1,0,1,1,1
1968,1,0,0,0,0,1,0,0,0
1969,0,1,0,1,1,2,1,1,1
1970,1,0,1,0,0,0,0,1,1
1971,1,1,0,1,1,2,1,0,0
1972,2,0,1,1,0,0,0,0,1
1973,2,1,2,1,1,1,1,0,1
1974,1,2,1,2,2,2,2,1,2
1975,1,0,1,0,0,0,0,0,0
1976,2,0,1,1,0,0,0,1,0
1977,3,1,1,1,1,1,2,1,1
1978,3,1,1,1,0,0,1,1,1
1979,1,2,2,1,1,2,2,2,1
1980,1,0,1,0,0,0,0,0,0
1981,0,1,0,0,1,1,1,0,1
1982,1,2,1,1,2,2,2,1,1
1983,2,2,1,2,1,1,2,2,2
1984,2,2,1,1,2,1,2,2,2
1985,3,0,1,0,0,1,0,0,1
1986,1,2,1,0,2,2,1,1,1
1987,1,1,0,0,1,1,1,1,1
1988,0,2,1,1,2,1,2,1,2
1989,1,2,2,0,2,2,1,1,1
1990,0,1,1,1,1,1,2,1,1
1991,1,1,1,1,1,1,1,1,1
1992,2,1,1,1,1,0,1,0,1
1993,0,2,1,1,2,2,2,1,1
1994,3,1,2,2,1,1,0,0,2
1995,0,1,1,0,1,0,0,1,1
1996,0,1,2,1,1,1,2,1,0
1997,0,1,0,0,1,1,0,1,1
1998,3,1,1,1,1,1,2,1,1
1999,3,1,1,0,1,1,1,0,1
2000,3,1,0,2,1,1,0,0,2
2001,2,1,1,1,1,1,0,1,1
2002,2,1,0,1,1,0,2,1,1
2003,1,1,1,1,1,1,1,1,1
2004,3,1,2,1,1,1,1,1,1
2005,2,1,0,1,1,0,1,1,1
2006,2,0,0,0,0,0,0,0,0
2007,1,0,0,1,0,0,0,0,1
2008,2,1,1,1,0,2,1,1,1
2009,3,1,1,2,1,1,0,2,2
2010,1,0,0,0,0,0,0,0,0
2011,2,2,2,2,2,2,2,2,2
2012,1,2,2,2,2,2,2,2,2
2013,3,2,2,1,2,2,2,1,2
2014,2,1,1,1,1,0,1,1,1
2015,2,0,0,0,0,0,0,0,0
2016,0,2,0,2,1,2,2,1,1
2017,1,1,1,0,1,2,1,1,1
2018,2,2,2,1,2,1,1,1,2
2019,0,1,1,1,1,1,1,0,1
2020,1,0,0,0,0,0,0,0,1
2021,1,0,0,0,0,0,1,0,1
2022,2,0,0,0,1,0,0,0,0
2023,0,2,0,0,2,2,2,2,1
2024,3,2,1,2,2,2,1,1,2
2025,1,0,0,0,0,0,0,1,0
2026,0,1,0,0,1,1,0,1,0
2027,2,1,1,1,1,1,2,0,1
2028,1,2,1,1,1,1,2,1,1
2029,0,2,1,1,2,2,2,2,1
2030,1,1,1,1,1,1,1,1,1
2031,1,1,1,0,1,1,1,1,1
2032,0,2,1,0,1,1,1,0,1
2033,2,1,1,1,1,1,1,0,1
2034,2,2,2,2,2,2,2,2,2
2035,1,2,1,1,1,2,1,2,2
2036,2,0,0,1,0,0,0,0,0
2037,2,1,2,1,1,1,2,1,1
2038,3,2,1,2,2,2,2,1,2
2039,2,0,0,0,0,0,0,0,0
2040,2,1,1,1,2,1,0,1,1
2041,2,1,0,2,1,1,0,2,1
2042,1,2,2,1,1,2,2,2,1
