id,split,is_identity
4139,train,False
4140,train,False
4141,train,False
4142,train,False
4143,train,False
4144,train,False
4145,test,False
4146,test,False
4147,train,False
4148,train,False
4149,train,False
4150,train,False
4151,train,False
4152,train,False
4153,train,False
4154,test,False
4155,train,False
4156,test,False
4157,train,True
4158,train,False
4159,train,False
4160,train,False
4161,train,True
4162,train,False
4163,train,False
4164,test,False
4165,train,False
4166,train,False
4167,train,False
4168,train,False
4169,test,False
4170,test,True
4171,test,True
4172,test,False
4173,train,False
4174,train,True
4175,train,False
4176,train,False
4177,train,False
4178,test,False
4179,train,False
4180,train,False
4181,test,True
4182,train,True
4183,test,False
4184,train,False
4185,train,False
4186,train,False
4187,test,False
4188,train,True
4189,train,False
4190,train,False
4191,train,True
4192,test,False
4193,train,False
4194,train,False
4195,train,False
4196,train,False
4197,train,False
4198,test,False
4199,train,True
4200,train,False
4201,train,True
4202,train,False
4203,test,False
4204,train,False
4205,train,True
4206,train,False
4207,train,True
4208,train,False
4209,train,True
4210,train,True
4211,train,True
4212,train,True
4213,train,False
4214,train,False
4215,train,False
4216,train,False
4217,train,True
4218,test,False
4219,test,False
4220,train,True
4221,train,False
4222,test,False
4223,train,False
4224,train,False
4225,train,False
4226,train,False
4227,train,True
4228,train,False
4229,train,False
4230,train,False
4231,test,True
4232,train,False
4233,train,False
4234,train,False
4235,train,True
4236,train,False
4237,train,False
4238,test,False
4239,train,True
4240,train,False
4241,train,False
4242,test,False
4243,train,True
4244,train,False
4245,train,False
4246,train,False
4247,train,False
4248,train,True
4249,train,False
4250,train,True
4251,test,False
4252,test,True
4253,train,False
4254,test,True
4255,test,False
4256,train,True
4257,train,True
4258,train,False
4259,test,False
4260,train,False
4261,train,False
4262,train,False
4263,train,False
4264,train,False
4265,train,False
4266,train,True
4267,train,False
4268,train,False
4269,train,False
4270,train,False
4271,train,False
4272,train,False
4273,train,False
4274,train,False
4275,test,True
4276,train,False
4277,train,False
4278,train,False
4279,train,False
4280,test,False
4281,test,False
4282,test,True
4283,train,False
4284,train,False
4285,train,False
4286,train,False
4287,train,False
4288,train,False
4289,train,False
4290,train,False
4291,test,False
4292,test,False
4293,train,False
4294,test,False
4295,test,False
4296,train,False
4297,train,False
4298,train,False
4299,train,False
4300,train,False
4301,train,False
4302,train,False
4303,train,False
4304,train,False
4305,train,False
4306,train,False
4307,train,False
4308,train,True
4309,train,True
4310,test,False
4311,train,True
4312,test,False
4313,train,False
4314,train,True
4315,train,False
4316,test,True
4317,test,False
4318,test,False
4319,train,True
4320,train,False
4321,train,False
4322,test,False
4323,test,False
4324,train,False
4325,train,False
4326,train,False
4327,train,False
4328,train,False
4329,train,True
4330,train,False
4331,test,False
4332,train,True
4333,train,True
4334,train,False
4335,test,False
4336,test,False
4337,train,False
4338,test,False
4339,test,False
4340,train,False
4341,test,False
4342,test,True
4343,train,False
4344,test,False
4345,train,False
4346,train,False
4347,train,False
4348,test,True
4349,train,False
4350,train,False
4351,train,False
4352,train,False
4353,train,False
4354,train,True
4355,test,True
4356,train,False
4357,train,True
4358,train,False
4359,train,True
4360,train,False
4361,train,False
4362,test,False
4363,test,True
4364,train,True
4365,train,False
4366,train,False
4367,train,False
4368,train,False
4369,train,True
4370,train,False
4371,test,True
4372,train,False
4373,train,True
4374,train,True
4375,train,False
4376,train,False
4377,train,True
4378,train,False
4379,train,False
4380,train,False
4381,test,False
4382,train,True
4383,train,True
4384,train,False
4385,train,True
4386,test,True
4387,train,True
4388,train,False
4389,test,True
4390,train,True
4391,test,False
4392,train,True
4393,test,False
4394,train,True
4395,train,True
4396,train,True
4397,train,False
4398,test,False
4399,train,False
4400,train,False
4401,train,False
4402,train,False
4403,test,True
4404,train,True
4405,test,False
4406,train,False
4407,test,True
4408,test,False
4409,train,False
4410,train,False
4411,train,False
4412,train,False
4413,test,False
4414,train,False
4415,train,False
4416,train,False
4417,train,False
4418,test,False
4419,train,True
4420,test,False
4421,train,False
4422,train,True
4423,train,False
4424,train,False
4425,train,True
4426,train,False
4427,train,False
4428,train,False
4429,train,False
4430,train,False
4431,train,False
4432,train,False
4433,train,False
4434,test,False
4435,test,False
4436,train,True
4437,train,False
4438,train,False
4439,test,True
4440,train,False
4441,test,False
4442,train,False
4443,train,False
4444,train,False
4445,train,True
4446,train,False
4447,train,False
4448,train,False
4449,train,False
4450,test,False
4451,test,False
4452,train,False
4453,train,False
4454,train,False
4455,test,False
4456,train,False
4457,test,False
4458,train,False
4459,train,True
4460,test,False
4461,train,True
4462,test,False
4463,train,True
4464,train,False
4465,train,False
4466,test,False
4467,train,False
4468,train,True
4469,train,True
4470,train,False
4471,train,True
4472,train,True
4473,train,False
4474,train,True
4475,train,True
4476,train,False
4477,train,False
4478,test,False
4479,train,False
4480,train,False
4481,train,True
4482,train,False
4483,train,False
4484,train,True
4485,test,False
4486,train,False
4487,test,False
4488,train,False
4489,train,False
4490,train,False
4491,train,False
4492,test,True
4493,train,False
4494,train,True
4495,train,True
4496,test,False
4497,train,False
4498,train,True
4499,train,False
4500,train,False
4501,test,True
4502,train,True
4503,train,False
4504,train,False
4505,train,True
4506,train,False
4507,train,False
4508,test,True
4509,train,True
4510,train,False
4511,test,False
4512,train,True
4513,train,True
4514,train,True
4515,train,True
4516,train,False
4517,test,False
4518,train,False
4519,train,True
4520,train,True
4521,test,True
4522,test,False
4523,train,True
4524,train,True
4525,train,False
4526,train,False
4527,train,False
4528,train,True
4529,train,False
4530,train,False
4531,train,False
4532,train,False
4533,train,True
4534,test,False
4535,train,False
4536,train,True
4537,train,False
4538,test,False
4539,train,False
4540,test,True
4541,test,False
4542,train,True
4543,test,True
4544,train,False
4545,train,False
4546,train,True
4547,train,False
4548,train,True
4549,train,False
4550,test,False
4551,train,False
4552,train,False
4553,train,False
4554,train,False
4555,train,True
4556,train,False
4557,train,False
4558,train,True
4559,train,False
4560,train,False
4561,train,False
4562,train,False
4563,train,False
4564,train,True
4565,train,False
4566,train,True
4567,train,False
4568,test,False
4569,train,False
4570,test,True
4571,train,False
4572,train,False
4573,test,False
4574,test,False
4575,train,False
4576,train,False
4577,train,False
4578,train,False
4579,train,False
4580,test,False
4581,train,False
4582,train,False
4583,train,False
4584,train,False
4585,train,False
4586,train,False
4587,train,False
4588,train,False
4589,train,False
4590,train,False
4591,train,True
4592,test,False
4593,train,False
4594,train,False
4595,train,False
4596,train,False
4597,test,False
4598,train,False
4599,train,False
4600,train,False
4601,train,False
4602,test,False
4603,train,False
4604,train,True
4605,train,True
4606,train,True
4607,train,False
4608,train,False
4609,test,False
4610,train,True
4611,test,False
4612,train,False
4613,train,True
4614,train,False
4615,train,True
4616,test,False
4617,train,False
4618,train,False
4619,train,True
4620,train,False
4621,train,False
4622,train,False
4623,train,False
4624,train,False
4625,train,False
4626,train,False
4627,train,False
4628,train,False
4629,train,False
4630,train,False
4631,train,True
4632,train,False
4633,train,False
4634,train,False
4635,train,False
4636,train,False
4637,train,False
4638,train,False
4639,test,True
4640,train,False
4641,train,False
4642,train,True
4643,test,False
4644,train,False
4645,test,False
4646,train,True
4647,train,False
4648,train,False
4649,train,False
4650,train,False
4651,train,False
4652,train,False
4653,train,False
4654,train,True
4655,train,True
4656,train,False
4657,train,False
4658,train,True
4659,train,False
4660,train,False
4661,test,False
4662,train,False
4663,train,False
4664,train,False
4665,train,True
4666,train,False
4667,train,False
4668,train,False
4669,train,False
4670,train,False
4671,train,True
4672,train,False
4673,test,True
4674,train,False
4675,test,False
4676,test,False
4677,train,False
4678,train,False
4679,test,True
4680,train,False
4681,train,False
4682,train,False
4683,train,False
4684,train,False
4685,test,False
4686,train,False
4687,train,False
4688,train,False
4689,train,True
4690,train,True
4691,test,True
4692,test,False
4693,train,False
4694,train,True
4695,train,False
4696,train,False
4697,train,False
4698,train,True
4699,train,True
4700,train,False
4701,test,False
4702,train,False
4703,test,False
4704,train,False
4705,train,False
4706,train,False
4707,test,False
4708,train,False
4709,test,False
4710,train,True
4711,train,False
4712,train,False
4713,test,False
4714,train,False
4715,train,False
4716,train,False
4717,train,False
4718,train,False
4719,test,False
4720,train,False
4721,test,False
4722,train,False
4723,train,True
4724,train,False
4725,train,True
4726,train,False
4727,test,False
4728,train,False
4729,train,False
4730,train,False
4731,train,False
4732,train,True
4733,train,False
4734,train,False
4735,train,False
4736,train,True
4737,train,False
4738,train,False
4739,train,False
4740,train,False
4741,train,False
4742,test,False
4743,train,False
4744,train,False
4745,train,False
4746,train,False
4747,train,False
4748,train,False
4749,train,False
4750,train,False
4751,test,False
4752,train,False
4753,train,False
4754,train,False
4755,test,False
4756,train,False
4757,train,True
4758,train,True
4759,test,False
4760,train,False
4761,train,True
4762,test,False
4763,train,False
4764,train,False
4765,train,True
4766,train,True
4767,train,False
4768,test,False
4769,test,False
4770,train,False
4771,train,False
4772,train,True
4773,test,False
4774,test,False
4775,train,True
4776,train,False
4777,train,True
4778,train,False
4779,train,False
4780,train,True
4781,train,False
4782,train,False
4783,test,False
4784,train,False
4785,train,False
4786,train,False
4787,train,True
4788,train,True
4789,train,False
4790,train,False
4791,train,False
4792,train,True
4793,train,False
4794,train,True
4795,train,True
4796,test,True
4797,train,False
4798,test,True
4799,train,True
4800,train,False
4801,test,False
4802,train,True
4803,train,True
4804,train,False
4805,train,False
4806,train,False
4807,train,False
4808,test,False
4809,train,False
4810,train,False
4811,train,False
4812,train,False
4813,train,True
4814,train,True
4815,test,True
4816,test,False
4817,train,False
4818,test,False
4819,train,False
4820,train,False
4821,train,True
4822,train,False
4823,train,False
4824,train,False
4825,train,False
4826,train,False
4827,test,False
4828,test,True
4829,train,False
4830,train,False
4831,train,True
4832,train,False
4833,train,False
4834,train,False
4835,train,False
4836,train,False
4837,train,False
4838,train,True
4839,train,False
4840,train,False
4841,train,False
4842,train,True
4843,train,False
4844,train,False
4845,train,False
4846,test,False
4847,train,True
4848,train,True
4849,train,False
4850,train,True
4851,train,False
4852,train,False
4853,train,False
4854,train,False
4855,train,True
4856,train,False
4857,test,False
4858,train,False
4859,train,False
4860,train,False
4861,train,False
4862,train,False
4863,train,False
4864,train,True
4865,test,True
4866,train,False
4867,train,False
4868,train,False
4869,train,False
4870,test,True
4871,test,False
4872,train,False
4873,train,False
4874,test,True
4875,train,False
4876,train,True
4877,train,False
4878,train,False
4879,train,False
4880,train,False
4881,train,True
4882,train,False
4883,train,False
4884,train,True
4885,train,False
4886,train,False
4887,train,True
4888,train,False
4889,train,False
4890,test,False
4891,test,True
4892,train,False
4893,train,False
4894,train,True
4895,train,False
4896,train,True
4897,train,False
4898,train,True
4899,train,False
4900,test,False
4901,train,False
4902,train,False
4903,train,False
4904,train,False
4905,train,False
4906,train,False
4907,train,False
4908,train,True
4909,train,True
4910,train,False
4911,train,False
4912,train,True
4913,train,False
4914,test,False
4915,test,False
4916,train,False
4917,test,False
4918,train,False
4919,train,False
4920,train,True
4921,test,False
4922,train,False
4923,train,True
4924,train,False
4925,train,False
4926,train,False
4927,train,False
4928,train,False
4929,test,True
4930,train,False
4931,train,False
4932,train,True
4933,train,False
4934,train,False
4935,train,False
4936,train,False
4937,train,False
4938,train,False
4939,train,False
4940,train,False
4941,train,False
4942,train,False
4943,train,False
4944,train,False
4945,train,True
4946,train,True
4947,test,False
4948,train,False
4949,train,False
4950,test,True
4951,train,True
4952,train,False
4953,train,False
4954,train,False
4955,test,False
4956,train,False
4957,train,False
4958,train,False
4959,test,False
4960,train,False
4961,train,False
4962,train,False
4963,test,True
4964,test,False
4965,train,True
4966,train,False
4967,train,False
4968,train,False
4969,train,False
4970,train,False
4971,train,False
4972,test,False
4973,train,False
4974,train,False
4975,train,False
4976,train,False
4977,train,False
4978,test,False
4979,train,True
4980,test,False
4981,train,False
4982,train,True
4983,train,False
4984,train,False
4985,train,True
4986,train,False
4987,train,True
4988,train,True
4989,train,False
4990,train,True
4991,train,True
4992,train,False
4993,test,False
4994,train,False
4995,train,False
4996,train,True
4997,train,False
4998,train,False
4999,train,False
5000,train,False
