id,X,T,D,U,P,L,H,A,Y
1378,3,1,2,1,2,1,1,1,1
1379,3,1,2,0,1,0,1,0,1
1380,3,1,1,2,1,0,1,0,1
1381,3,0,1,1,0,0,1,0,1
1382,3,1,2,1,1,1,1,0,1
1383,3,1,2,2,1,0,0,0,2
1384,3,0,0,1,0,0,0,0,0
1385,3,2,2,2,2,2,1,1,2
1386,3,0,0,1,0,0,1,0,0
1387,3,0,1,1,0,0,0,0,0
1388,3,1,2,2,1,0,0,1,2
1389,3,2,2,2,2,2,1,2,2
1390,3,2,2,1,2,1,2,2,2
1391,3,1,1,1,1,1,0,2,1
1392,3,0,1,1,0,0,0,0,1
1393,3,1,2,1,1,1,1,0,2
1394,3,2,2,1,2,2,2,2,2
1395,3,1,0,0,1,1,1,2,1
1396,3,1,1,1,1,1,2,0,1
1397,3,1,0,2,1,1,0,1,1
1398,3,1,1,1,1,1,1,1,1
1399,3,1,1,2,0,0,1,0,1
1400,3,2,2,1,2,2,2,1,2
1401,3,2,2,2,2,2,1,1,2
1402,3,0,1,1,0,0,0,0,0
1403,3,0,1,1,0,0,0,0,1
1404,3,1,2,1,2,1,0,1,2
1405,3,0,1,1,1,0,0,0,1
1406,3,0,1,1,0,0,0,0,1
1407,3,2,2,2,2,2,2,1,2
1408,3,2,2,2,2,2,1,2,2
1409,3,2,2,1,2,2,2,2,2
1410,3,0,1,1,0,0,0,0,1
1411,3,2,2,2,2,1,2,2,2
1412,3,1,1,2,1,1,0,0,2
1413,3,2,2,1,2,2,2,2,2
1414,3,1,1,1,1,1,1,0,1
1415,3,2,2,1,1,2,2,1,2
1416,3,0,0,1,0,0,0,0,1
1417,3,0,0,0,1,0,0,0,0
1418,3,2,2,1,2,2,2,2,2
1419,3,1,1,1,1,1,1,2,1
1420,3,0,0,0,0,0,1,0,0
1421,3,1,2,1,0,0,1,0,2
1422,3,1,1,1,1,2,1,1,1
1423,3,1,2,1,0,1,1,0,1
1424,3,1,2,1,1,1,0,1,1
1425,3,0,1,0,0,0,0,0,1
1426,3,0,1,1,0,0,0,1,2
1427,3,2,2,1,2,2,2,0,2
1428,3,2,2,1,2,2,2,2,2
1429,3,1,2,1,1,1,1,2,1
1430,3,0,0,1,0,0,1,0,1
1431,3,0,1,2,0,0,0,1,1
1432,3,2,2,2,2,2,2,1,2
1433,3,1,1,1,2,0,1,1,1
1434,3,0,1,0,0,0,0,0,0
1435,3,1,1,1,1,1,1,1,1
1436,3,2,2,2,2,2,1,2,2
1437,3,1,2,2,1,0,1,0,2
1438,3,2,2,2,2,2,2,2,2
1439,3,0,1,1,0,1,0,0,1
1440,3,0,1,1,0,0,0,0,1
1441,3,1,2,1,1,1,0,1,2
1442,3,1,1,1,1,1,1,0,1
1443,3,1,1,1,2,1,0,1,1
1444,3,1,1,1,1,1,1,1,1
1445,3,2,0,2,2,1,2,2,2
1446,3,2,2,2,2,2,2,1,2
1447,3,1,1,1,1,2,1,1,1
1448,3,1,1,2,0,0,1,1,2
1449,3,1,2,1,1,0,1,1,1
1450,3,0,0,1,0,1,0,0,1
1451,3,2,2,2,2,1,1,1,2
1452,3,1,1,1,1,1,1,0,2
1453,3,1,1,1,1,1,0,1,1
1454,3,0,0,1,0,1,0,0,0
1455,3,2,2,1,2,2,2,2,2
1456,3,0,0,1,0,1,1,0,1
1457,3,1,2,2,0,1,1,1,2
1458,3,2,1,2,2,1,1,2,1
1459,3,1,2,2,1,1,1,0,1
1460,3,1,1,2,1,1,1,1,1
1461,3,2,2,2,2,2,1,2,2
1462,3,1,2,2,1,1,2,1,1
1463,3,1,1,1,0,1,1,1,1
1464,3,1,1,2,1,1,1,1,2
1465,3,1,0,1,1,1,1,0,1
1466,3,1,1,1,1,1,1,0,1
1467,3,2,1,2,2,1,2,1,2
1468,3,2,2,2,2,2,2,1,2
1469,3,0,2,1,0,1,0,0,1
1470,3,1,1,1,2,2,1,1,1
1471,3,0,1,1,0,0,0,0,1
1472,3,0,1,1,0,0,0,0,1
1473,3,1,1,1,1,2,1,1,1
1474,3,1,1,2,1,1,1,1,1
1475,3,0,0,1,0,0,0,2,1
1476,3,1,2,1,0,1,2,1,1
1477,3,1,2,1,1,1,1,1,1
1478,3,1,2,2,2,1,0,1,2
1479,3,1,0,1,1,1,2,0,1
1480,3,1,1,2,1,1,1,0,1
1481,3,2,1,2,2,1,2,1,2
1482,3,1,2,1,1,1,2,1,2
1483,3,0,1,0,0,0,1,1,1
1484,3,1,1,1,1,1,1,0,1
1485,3,0,1,1,1,0,0,1,1
1486,3,1,1,1,1,1,0,0,1
1487,3,1,1,1,1,2,1,2,1
1488,3,2,2,2,2,2,1,2,2
1489,3,1,2,1,1,2,0,1,1
1490,3,1,1,1,1,2,1,1,2
1491,3,0,1,0,0,0,0,0,1
1492,3,2,2,2,2,2,2,1,2
1493,3,0,0,1,0,0,0,0,1
1494,3,1,1,0,1,1,1,1,1
1495,3,1,0,2,1,1,1,1,1
1496,3,1,2,2,2,0,0,1,2
1497,3,1,1,2,1,1,1,0,2
1498,3,1,0,1,1,1,1,1,1
1499,3,1,1,2,2,1,1,0,1
1500,3,1,2,1,1,1,1,1,2
1501,3,1,1,1,0,1,1,1,1
1502,3,1,1,1,1,1,1,1,1
1503,3,1,2,1,0,1,1,1,2
1504,3,2,1,2,2,1,2,1,2
1505,3,1,2,2,1,2,0,1,2
1506,3,0,1,1,0,0,0,0,1
1507,3,2,2,2,2,2,2,1,2
1508,3,1,2,1,1,1,1,0,1
1509,3,2,2,2,2,1,1,1,2
1510,3,2,2,2,1,2,2,1,2
1511,3,0,0,1,0,1,1,0,1
1512,3,1,1,2,1,1,1,1,2
1513,3,1,1,2,1,0,1,1,2
1514,3,1,1,1,1,0,1,1,1
1515,3,1,1,2,1,1,1,1,2
1516,3,1,1,2,0,0,2,1,1
1517,3,2,2,2,2,2,2,2,2
1518,3,0,1,1,0,0,0,0,1
1519,3,0,2,0,0,0,1,0,0
1520,3,2,2,1,2,2,1,1,2
1521,3,2,2,2,2,1,1,0,2
1522,3,0,0,1,0,0,0,0,1
1523,3,1,1,1,1,1,1,1,1
1524,3,2,1,2,2,2,1,2,2
1525,3,1,1,2,2,0,0,0,2
1526,3,0,1,1,0,1,0,0,1
1527,3,0,2,1,0,0,0,0,2
1528,3,1,1,1,1,1,1,1,2
1529,3,1,2,1,1,1,1,2,2
1530,3,0,1,0,0,0,0,1,1
1531,3,1,1,1,1,0,1,1,1
1532,3,0,0,1,0,0,0,0,1
1533,3,0,2,0,0,0,0,0,1
1534,3,1,2,1,1,2,1,0,1
1535,3,2,2,1,2,2,1,2,1
1536,3,0,1,0,0,0,0,0,1
1537,3,0,0,1,0,0,0,0,1
1538,3,1,2,1,1,1,2,1,1
1539,3,2,2,2,2,1,1,2,2
1540,3,1,2,1,1,1,0,1,1
1541,3,0,2,1,0,1,0,0,1
1542,3,1,2,1,1,0,0,1,1
1543,3,1,1,1,1,1,1,0,1
1544,3,0,1,0,0,0,0,1,1
1545,3,1,1,0,1,1,1,1,1
1546,3,1,2,2,1,1,1,1,2
1547,3,2,1,2,2,1,2,2,1
1548,3,1,2,1,2,0,1,1,1
1549,3,0,0,1,1,0,0,0,1
1550,3,1,2,1,0,1,1,0,1
1551,3,1,1,2,0,1,2,1,2
1552,3,1,1,1,1,1,1,1,1
1553,3,1,2,1,1,0,1,1,1
1554,3,1,2,1,1,1,0,0,1
1555,3,2,2,1,2,1,2,2,2
1556,3,1,2,2,1,0,1,1,2
1557,3,1,2,2,1,1,1,1,2
1558,3,0,0,1,0,0,0,0,1
1559,3,1,1,2,0,1,1,1,1
1560,3,0,0,1,0,0,0,0,0
1561,3,1,1,1,1,1,1,1,2
1562,3,2,2,2,2,2,2,1,2
1563,3,2,2,2,2,1,2,1,2
1564,3,1,1,2,1,1,0,1,1
1565,3,1,2,1,1,1,1,1,1
1566,3,1,2,1,1,1,1,1,1
1567,3,2,2,2,2,2,2,2,2
1568,3,1,2,1,1,1,1,1,1
1569,3,1,1,2,1,1,1,1,1
1570,3,1,2,1,1,1,1,0,2
1571,3,1,1,1,1,1,1,1,1
1572,3,2,2,1,2,2,1,1,2
1573,3,2,1,2,2,2,1,2,2
1574,3,2,2,1,2,2,2,2,2
1575,3,2,2,2,2,1,2,1,2
1576,3,1,0,1,1,1,1,1,1
1577,3,1,1,1,1,1,1,1,1
1578,3,1,1,2,1,1,0,0,1
1579,3,2,2,2,1,1,2,1,2
1580,3,1,2,1,1,1,1,1,1
1581,3,1,1,1,2,1,0,2,2
1582,3,0,0,0,0,1,0,0,1
1583,3,1,1,1,1,2,1,1,2
1584,3,2,2,1,2,2,2,2,2
1585,3,1,2,1,1,1,0,1,1
1586,3,2,2,2,1,2,2,1,2
1587,3,1,2,1,1,0,1,0,1
1588,3,1,2,2,1,0,0,1,2
1589,3,2,2,1,2,1,2,2,2
1590,3,1,1,2,1,0,1,2,2
1591,3,2,2,2,1,2,2,1,2
1592,3,1,2,0,1,2,1,0,1
1593,3,1,2,2,1,1,1,1,2
1594,3,1,2,1,1,1,2,1,1
1595,3,1,1,2,2,1,1,1,1
1596,3,1,1,1,1,0,1,1,2
1597,3,1,2,1,2,1,0,1,2
1598,3,2,2,2,1,2,1,1,2
1599,3,1,0,1,1,1,1,1,2
1600,3,0,1,2,1,0,0,0,1
1601,3,1,2,2,1,0,1,1,2
1602,3,1,1,1,1,1,1,0,2
1603,3,2,1,2,2,1,1,2,2
1604,3,1,2,1,1,1,2,1,1
1605,3,0,1,1,0,0,1,0,1
1606,3,1,1,2,0,1,1,0,1
1607,3,2,2,2,1,2,1,2,2
1608,3,1,2,1,0,1,1,2,1
1609,3,2,2,2,2,1,1,2,2
1610,3,1,2,2,1,1,1,1,2
1611,3,0,0,1,0,0,0,0,1
1612,3,2,2,1,2,2,1,1,2
1613,3,0,1,0,0,0,1,1,1
1614,3,1,1,2,1,1,1,1,1
1615,3,1,1,2,1,1,1,1,1
1616,3,2,2,1,2,2,2,1,2
1617,3,0,0,0,0,1,0,0,1
1618,3,2,2,1,2,2,2,1,2
1619,3,1,2,2,1,1,1,1,2
1620,3,0,0,0,0,1,0,0,0
1621,3,1,2,2,1,1,1,2,1
1622,3,2,2,2,2,2,1,1,2
1623,3,1,1,1,1,1,1,1,1
1624,3,2,1,2,2,2,2,2,2
1625,3,0,1,1,0,0,0,0,1
1626,3,2,2,2,2,1,1,2,2
1627,3,1,2,1,1,1,1,1,1
1628,3,0,0,1,0,0,0,0,1
1629,3,0,0,0,0,0,0,0,1
1630,3,1,1,2,1,1,1,2,2
1631,3,2,2,2,1,2,2,2,2
1632,3,1,1,2,0,1,2,0,2
1633,3,1,1,2,0,1,1,1,2
1634,3,2,1,2,2,2,1,2,2
1635,3,2,2,2,2,2,2,2,2
1636,3,2,2,2,2,2,2,1,2
1637,3,0,1,1,1,1,0,0,1
1638,3,1,2,2,1,2,1,1,2
1639,3,0,1,1,0,0,0,0,1
1640,3,1,2,1,1,1,1,1,2
1641,3,1,1,1,0,1,1,2,2
1642,3,0,1,1,0,1,0,0,1
1643,3,0,0,2,1,0,0,1,0
1644,3,2,2,2,2,2,1,1,1
1645,3,2,2,2,2,1,2,2,2
1646,3,2,2,2,2,1,1,1,2
1647,3,2,1,2,1,2,1,2,1
1648,3,1,2,2,1,1,1,1,2
1649,3,1,1,1,1,1,1,2,1
1650,3,1,1,2,1,1,1,1,2
1651,3,2,2,2,1,1,2,1,2
1652,3,0,1,1,0,0,0,0,1
1653,3,1,2,2,1,1,1,1,2
1654,3,1,2,2,2,0,1,2,2
1655,3,2,1,2,2,2,2,1,2
1656,3,0,0,0,0,0,1,0,0
1657,3,1,1,2,1,1,1,1,2
1658,3,0,1,2,0,0,0,0,2
1659,3,1,0,1,1,1,1,0,1
1660,3,0,0,1,0,1,1,1,1
1661,3,2,2,2,2,1,2,2,1
1662,3,0,1,1,1,1,0,0,1
1663,3,1,2,2,0,1,1,1,1
1664,3,0,1,1,0,0,1,1,1
1665,3,1,2,1,1,1,1,1,2
1666,3,1,1,1,1,2,1,1,1
1667,3,0,1,1,0,1,0,0,2
1668,3,1,1,1,1,1,1,0,1
1669,3,1,1,2,0,0,1,1,1
1670,3,0,1,1,0,0,0,1,1
1671,3,2,2,2,2,2,2,2,2
1672,3,1,0,1,1,0,1,1,1
1673,3,0,1,1,0,0,0,0,1
1674,3,1,2,2,0,1,2,1,2
1675,3,1,1,1,2,1,1,1,1
1676,3,0,0,1,1,0,0,0,1
1677,3,2,2,2,2,2,2,2,2
1678,3,2,2,2,2,2,2,2,2
1679,3,1,2,1,1,1,1,1,1
1680,3,1,2,1,0,1,1,0,2
1681,3,2,2,2,2,2,2,2,2
1682,3,0,0,1,1,0,0,0,1
1683,3,0,2,1,0,0,0,0,1
1684,3,1,1,2,1,1,0,1,1
1685,3,0,1,1,0,0,0,0,1
1686,3,1,1,2,1,1,1,1,1
1687,3,1,2,1,1,1,1,0,1
1688,3,2,2,1,1,1,1,2,1
1689,3,2,2,2,2,2,2,1,2
1690,3,0,1,0,0,0,0,0,1
1691,3,1,1,1,1,1,0,0,1
1692,3,0,1,1,0,0,0,1,1
1693,3,1,1,2,1,1,1,1,1
1694,3,1,0,1,1,1,1,1,1
1695,3,1,2,1,0,1,0,1,1
1696,3,1,1,1,1,1,2,0,1
1697,3,0,1,0,1,0,0,0,1
1698,3,1,1,2,1,1,1,1,1
1699,3,2,2,2,1,2,2,2,2
1700,3,2,1,2,2,2,2,1,2
1701,3,1,1,1,1,1,1,1,1
1702,3,1,1,2,1,1,1,1,2
1703,3,0,1,1,0,0,1,0,1
1704,3,0,1,1,0,0,0,0,1
1705,3,2,2,2,2,2,2,2,2
1706,3,0,0,1,1,0,0,0,1
1707,3,2,2,2,1,2,2,1,2
1708,3,1,1,1,1,1,0,1,1
1709,3,1,2,1,0,1,0,1,1
1710,3,0,1,1,0,0,0,0,0
1711,3,0,0,1,0,0,0,0,0
1712,3,2,1,2,1,2,2,2,2
1713,3,1,1,2,0,0,0,0,2
1714,3,2,2,1,2,2,2,1,2
1715,3,1,1,2,1,1,1,1,1
1716,3,1,1,1,1,1,1,1,1
1717,3,0,0,1,0,0,0,0,0
1718,3,0,1,1,0,0,1,0,0
1719,3,0,0,1,0,0,0,0,1
1720,3,2,2,2,2,2,1,1,2
1721,3,0,1,1,0,0,0,0,1
1722,3,0,2,1,0,0,0,0,1
1723,3,0,1,0,0,0,0,0,1
1724,3,0,0,1,0,1,0,0,1
1725,3,1,1,2,1,2,1,1,2
1726,3,1,2,0,2,0,1,1,2
1727,3,2,2,2,1,2,2,2,2
1728,3,0,1,0,0,0,0,0,0
1729,3,0,1,1,0,0,0,0,1
1730,3,2,1,2,2,1,1,2,2
1731,3,0,1,1,0,0,1,0,0
1732,3,1,1,1,1,1,2,0,1
1733,3,2,2,2,2,1,2,2,2
1734,3,1,1,1,1,1,1,0,1
1735,3,2,2,1,2,2,2,2,2
1736,3,1,1,1,1,1,2,1,1
1737,3,0,1,0,0,0,1,1,0
1738,3,2,2,2,2,2,1,2,2
1739,3,1,2,2,1,2,1,1,2
1740,3,1,2,1,1,1,1,1,2
1741,3,0,0,1,0,1,0,0,1
1742,3,1,1,2,1,0,0,1,2
1743,3,1,1,1,1,0,1,1,2
1744,3,1,1,1,0,2,1,0,1
1745,3,1,2,2,1,1,0,1,2
1746,3,1,1,1,0,0,2,1,1
1747,3,1,1,1,1,1,1,0,1
1748,3,0,2,0,1,0,0,0,0
1749,3,1,1,1,1,1,0,0,2
1750,3,1,2,1,0,0,1,1,1
1751,3,2,2,2,2,2,1,2,2
1752,3,2,1,2,2,2,1,2,2
1753,3,1,1,2,0,1,2,1,1
1754,3,2,2,2,2,2,2,1,2
1755,3,1,2,2,1,1,1,1,2
1756,3,2,2,2,2,2,2,2,2
1757,3,0,1,1,1,0,0,0,1
1758,3,1,2,2,0,1,1,1,2
1759,3,1,2,1,1,1,1,2,2
1760,3,0,0,2,0,0,0,0,1
1761,3,1,1,1,1,2,2,0,1
1762,3,1,2,1,0,1,1,0,1
1763,3,1,1,2,1,1,0,1,1
1764,3,2,2,2,2,2,1,2,2
1765,3,0,2,0,1,0,0,0,1
1766,3,2,2,1,2,1,2,2,2
1767,3,2,2,2,2,2,2,2,2
1768,3,2,1,2,2,2,2,1,2
1769,3,0,1,1,0,0,0,0,1
1770,3,1,2,1,1,1,1,1,2
1771,3,2,1,2,2,2,2,2,2
1772,3,0,1,1,0,0,0,0,1
1773,3,0,1,1,0,0,0,0,1
1774,3,1,2,2,1,1,1,1,2
1775,3,0,1,0,0,1,0,0,1
1776,3,1,2,2,2,1,1,2,2
1777,3,1,1,1,0,1,1,2,1
1778,3,1,1,1,1,2,1,1,1
1779,3,2,2,2,2,2,1,1,2
1780,3,0,2,1,0,0,0,0,1
1781,3,2,2,2,2,2,2,1,2
1782,3,1,2,2,1,1,2,0,2
1783,3,2,2,1,2,1,2,1,2
1784,3,0,1,0,0,0,0,0,0
1785,3,0,1,2,0,1,0,1,1
1786,3,1,2,1,0,0,2,0,1
1787,3,0,1,1,0,0,0,0,1
1788,3,1,2,2,1,1,1,1,1
1789,3,1,1,2,0,1,2,1,2
1790,3,2,2,2,2,1,2,1,2
1791,3,1,1,1,2,1,1,1,1
1792,3,2,2,2,2,2,2,1,2
1793,3,1,1,2,1,0,2,1,0
1794,3,1,1,2,0,0,1,1,2
1795,3,0,1,0,0,0,0,0,1
1796,3,2,1,2,1,2,2,1,2
1797,3,1,0,2,1,1,0,1,1
1798,3,0,1,2,0,0,0,0,1
1799,3,1,2,2,0,1,1,0,2
1800,3,1,2,1,1,2,0,1,2
1801,3,1,2,1,1,1,1,1,1
1802,3,0,0,1,0,0,1,0,1
1803,3,1,1,2,1,1,1,1,1
1804,3,1,1,1,1,0,0,1,1
1805,3,2,2,2,1,2,2,1,2
1806,3,0,0,1,0,1,0,1,1
1807,3,0,1,1,0,0,0,1,0
1808,3,1,2,1,1,1,1,1,2
1809,3,1,1,2,1,1,0,1,1
1810,3,2,2,2,2,2,2,1,2
1811,3,1,0,1,1,1,1,1,1
1812,3,0,0,2,0,0,0,0,1
1813,3,1,1,2,1,1,1,1,2
1814,3,1,1,2,1,1,1,1,1
1815,3,1,1,1,1,1,1,1,2
1816,3,1,1,1,1,1,0,1,1
1817,3,2,2,2,2,1,2,1,2
1818,3,0,1,1,0,0,0,0,0
1819,3,1,0,1,1,1,1,1,1
1820,3,0,1,1,0,0,1,0,1
1821,3,1,2,2,1,0,1,1,1
1822,3,2,2,2,1,2,2,2,2
1823,3,1,2,1,1,1,1,1,1
1824,3,2,2,1,2,1,2,2,2
1825,3,1,2,1,1,1,0,1,2
1826,3,0,1,2,0,0,0,0,1
1827,3,0,2,1,0,1,0,1,1
1828,3,1,1,1,1,2,0,2,2
1829,3,0,1,1,0,0,0,0,1
1830,3,1,1,1,1,0,1,1,0
1831,3,1,2,1,1,1,1,0,1
1832,3,1,2,2,2,0,0,0,2
1833,3,1,2,1,2,1,1,0,1
1834,3,1,1,1,1,1,1,0,1
1835,3,2,2,2,2,1,1,1,2
1836,3,0,1,2,0,1,1,1,1
1837,3,2,0,2,2,2,2,1,2
1838,3,0,1,1,1,0,1,1,1
1839,3,0,1,1,0,0,0,0,1
1840,3,0,0,1,0,0,0,0,0
1841,3,2,2,2,2,1,1,2,2
1842,3,2,2,2,1,1,2,1,2
1843,3,0,2,1,0,1,0,0,1
1844,3,1,1,1,1,0,1,0,2
1845,3,1,2,1,2,1,1,0,1
1846,3,0,1,1,0,0,1,0,1
1847,3,1,2,1,1,1,1,0,1
1848,3,1,1,2,1,1,1,1,1
1849,3,0,1,0,0,0,0,0,1
1850,3,0,1,1,1,0,0,0,1
1851,3,1,2,2,1,1,1,1,1
1852,3,0,1,1,0,0,0,0,1
1853,3,2,2,2,2,2,2,2,2
1854,3,2,2,1,2,2,2,2,2
1855,3,1,1,0,1,1,1,0,1
1856,3,0,0,1,0,0,0,0,1
1857,3,1,1,1,1,1,1,1,1
1858,3,1,2,1,0,2,1,1,1
1859,3,0,1,2,0,0,0,0,1
1860,3,1,1,1,1,2,1,0,1
1861,3,1,1,0,1,0,0,1,1
1862,3,0,0,2,0,0,0,2,1
1863,3,2,2,1,2,1,2,1,2
1864,3,1,1,1,1,1,2,0,1
1865,3,2,2,2,2,1,1,1,2
1866,3,1,2,1,1,1,0,2,2
1867,3,1,1,1,1,1,1,1,1
1868,3,1,1,0,0,0,1,2,1
1869,3,1,2,1,1,1,1,1,1
1870,3,1,1,1,1,1,0,1,1
1871,3,0,1,1,0,0,0,0,1
1872,3,2,2,2,2,2,1,2,2
1873,3,1,1,1,1,2,1,0,2
1874,3,1,1,1,1,1,0,1,2
1875,3,1,1,2,1,0,0,1,2
1876,3,1,1,2,1,1,1,0,1
1877,3,2,2,2,2,2,1,2,2
1878,3,2,2,1,2,1,2,1,2
1879,3,1,1,1,1,1,1,1,1
1880,3,0,2,1,0,0,0,0,1
1881,3,1,2,1,1,1,1,0,1
1882,3,1,2,1,1,1,1,1,2
1883,3,1,2,1,1,1,1,2,2
1884,3,2,1,2,2,1,2,2,2
1885,3,1,1,2,1,1,1,0,2
1886,3,2,2,2,2,2,2,1,2
1887,3,1,1,1,1,1,1,1,1
1888,3,1,2,1,0,1,1,1,2
1889,3,1,2,1,1,1,1,2,2
1890,3,1,1,0,1,0,1,0,1
1891,3,0,0,1,1,0,0,0,1
1892,3,2,1,1,2,1,2,2,2
1893,3,1,1,1,1,1,1,0,1
1894,3,0,1,0,0,0,0,0,0
1895,3,2,2,2,1,2,1,2,2
1896,3,0,0,0,0,0,0,2,1
1897,3,1,2,1,0,0,1,1,2
1898,3,2,2,1,2,2,2,2,1
1899,3,1,2,1,1,1,1,1,1
1900,3,1,1,2,0,1,1,1,2
1901,3,1,1,1,1,0,1,0,1
1902,3,0,0,0,1,0,0,1,0
1903,3,1,1,2,1,1,2,0,1
1904,3,2,2,2,1,2,1,2,2
1905,3,0,1,1,0,0,0,0,1
1906,3,0,1,1,0,1,0,1,1
1907,3,0,1,1,0,0,1,0,1
1908,3,1,1,1,0,0,0,1,1
1909,3,1,2,1,1,1,1,1,1
1910,3,0,1,1,0,0,0,1,1
1911,3,0,0,1,0,0,0,0,1
1912,3,0,0,1,0,0,0,0,0
1913,3,1,1,2,1,1,0,1,1
1914,3,0,1,1,0,0,0,0,1
1915,3,2,2,2,2,2,1,1,2
1916,3,1,1,1,1,2,1,2,1
1917,3,1,1,1,1,1,0,0,1
1918,3,2,2,2,2,1,2,2,2
1919,3,2,2,2,2,2,2,2,2
1920,3,1,1,1,1,1,0,0,1
1921,3,1,1,1,1,0,1,1,1
1922,3,1,2,1,1,1,1,1,2
1923,3,2,1,1,1,2,1,1,2
1924,3,2,1,2,2,1,1,1,2
1925,3,1,2,2,1,1,1,1,2
1926,3,0,1,1,0,0,1,0,1
1927,3,1,2,1,1,1,1,1,1
1928,3,0,0,0,0,0,0,0,1
1929,3,1,2,2,1,1,2,1,2
1930,3,2,2,2,1,2,1,2,2
1931,3,2,2,1,1,1,2,2,2
1932,3,1,1,1,1,1,1,0,1
1933,3,1,2,2,1,2,1,1,2
1934,3,1,1,1,1,1,1,1,1
1935,3,2,2,1,2,2,2,1,1
1936,3,2,2,2,1,2,2,1,2
1937,3,1,2,1,2,2,1,1,1
1938,3,1,1,0,1,2,1,1,1
1939,3,1,2,2,1,1,1,1,1
1940,3,2,2,2,2,1,2,1,2
1941,3,1,1,1,1,1,2,1,1
1942,3,0,1,0,0,0,0,0,1
1943,3,1,1,2,0,1,1,1,1
1944,3,2,2,2,1,2,2,1,2
1945,3,1,1,1,1,1,2,1,1
1946,3,2,1,2,1,2,2,1,1
1947,3,2,2,2,2,2,2,1,2
1948,3,1,1,2,0,0,1,1,2
1949,3,0,0,1,0,0,0,0,1
1950,3,1,1,1,1,1,1,0,1
1951,3,2,2,2,1,2,2,1,2
1952,3,0,1,1,0,0,0,1,0
1953,3,1,2,2,2,2,1,1,1
1954,3,1,2,2,1,0,1,2,2
1955,3,2,2,2,2,2,2,1,2
1956,3,0,0,1,0,0,0,1,1
1957,3,0,0,2,0,0,0,0,1
1958,3,2,1,2,2,1,2,2,2
1959,3,2,2,2,1,1,2,2,2
1960,3,1,2,1,1,1,1,1,2
1961,3,2,2,2,1,2,1,1,2
1962,3,2,1,2,2,2,2,2,2
1963,3,2,2,1,2,2,2,1,2
1964,3,2,2,2,1,2,2,2,2
1965,3,1,1,1,1,1,1,1,1
1966,3,0,1,2,0,0,0,0,1
1967,3,1,1,2,1,0,1,1,1
1968,3,0,0,1,0,1,0,0,0
1969,3,1,1,2,1,2,1,1,1
1970,3,0,1,1,0,0,0,1,1
1971,3,1,1,2,1,2,1,0,1
1972,3,0,1,2,0,0,0,0,1
1973,3,1,2,1,1,1,1,0,2
1974,3,2,2,2,2,2,2,1,2
1975,3,0,1,1,0,0,0,0,1
1976,3,0,1,2,0,0,0,1,1
1977,3,1,1,1,1,1,2,1,1
1978,3,1,1,1,0,0,1,1,1
1979,3,2,2,2,1,2,2,2,1
1980,3,0,2,0,0,0,0,0,1
1981,3,1,1,1,1,1,1,0,2
1982,3,2,2,2,2,2,2,1,2
1983,3,2,1,2,1,1,2,2,2
1984,3,2,2,2,2,1,2,2,2
1985,3,0,1,0,0,1,0,0,1
1986,3,2,2,1,2,2,1,1,2
1987,3,1,1,1,1,1,1,1,2
1988,3,2,2,2,2,1,2,1,2
1989,3,2,2,1,2,2,1,1,2
1990,3,1,2,2,1,1,2,1,2
1991,3,1,2,2,1,1,1,1,2
1992,3,1,2,1,1,0,1,0,1
1993,3,2,2,2,2,2,2,1,2
1994,3,1,2,2,1,1,0,0,2
1995,3,1,2,1,1,0,0,1,2
1996,3,1,2,2,1,1,2,1,1
1997,3,1,1,1,1,1,0,1,2
1998,3,1,1,1,1,1,2,1,1
1999,3,1,1,0,1,1,1,0,1
2000,3,1,0,2,1,1,0,0,2
2001,3,1,1,1,1,1,0,1,1
2002,3,1,1,1,1,0,2,1,1
2003,3,1,2,1,1,1,1,1,1
2004,3,1,2,1,1,1,1,1,1
2005,3,1,1,1,1,0,1,1,1
2006,3,0,1,0,0,0,0,0,1
2007,3,0,0,2,0,0,0,0,1
2008,3,1,1,1,0,2,1,1,1
2009,3,1,1,2,1,1,0,2,2
2010,3,0,1,1,0,0,0,0,1
2011,3,2,2,2,2,2,2,2,2
2012,3,2,2,2,2,2,2,2,2
2013,3,2,2,1,2,2,2,1,2
2014,3,1,1,1,1,0,1,1,1
2015,3,0,0,0,0,0,0,0,1
2016,3,2,1,2,1,2,2,1,2
2017,3,1,1,1,1,2,1,1,2
2018,3,2,2,2,2,1,1,1,2
2019,3,1,2,2,1,1,1,0,2
2020,3,0,1,0,0,0,0,0,1
2021,3,0,0,1,0,0,1,0,1
2022,3,0,0,1,1,0,0,0,1
2023,3,2,1,1,2,2,2,2,2
2024,3,2,1,2,2,2,1,1,2
2025,3,0,0,1,0,0,0,1,1
2026,3,1,1,1,1,1,0,1,1
2027,3,1,1,1,1,1,2,0,2
2028,3,2,1,1,1,1,2,1,1
2029,3,2,2,2,2,2,2,2,2
2030,3,1,2,2,1,1,1,1,2
2031,3,1,2,1,1,1,1,1,1
2032,3,2,2,1,1,1,1,0,2
2033,3,1,1,1,1,1,1,0,1
2034,3,2,2,2,2,2,2,2,2
2035,3,2,1,2,1,2,1,2,2
2036,3,0,1,1,0,0,0,0,1
2037,3,1,2,1,1,1,2,1,2
2038,3,2,1,2,2,2,2,1,2
2039,3,0,1,1,0,0,0,0,1
2040,3,1,1,1,2,1,0,1,1
2041,3,1,1,2,1,1,0,2,1
2042,3,2,2,2,1,2,2,2,2
